title,url,text,angeklagt,anwalt,attacke,begangen,bel�stigung,beschuldigt,betrug,betr�ger,bezichtigt,brandstiftung,dealer,delikt,diebstahl,drogen,ehebruch,entf�hrung,ermittelt,erpressung,erstochen,festnahme,folter,gef�hrder,gericht,get�tet,haft,inzest,missbrauch,missbrauchs,misshandlung,mord,morde,mordes,n�tigung,opfer,polizei,prozess,raub,sexuelle,sexuellen,sexueller,staatsanwalt,staatsanw�ltin,staatsanwaltschaft,straftat,t�ter,t�terin,todesfolge,totschlag,t�tung,�berfall,�bergriffe,untreue,verbrechen,vergehen,vergewaltigung,verletzung,versuchter,vorwurf,sum,ntokens,mig_share
Geheim-Papier: So denkt die Bundesregierung über die Regenschirm-Revolution,https://www.bild.de/politik/ausland/hongkong/so-denkt-die-bundesregierung-ueber-die-regenschirm-revolution-38071344.bild.html,"Die deutsche Regierung warnt vor offener Unterstützung für die Regenschirm-Revolution in Hongkong! In einem internen Papier des Außenministeriums (liegt BILD vor) zur Vorbereitung der deutsch-chinesischen Regierungskonsultationen am Freitag in Berlin heißt es: „Es wäre kontraproduktiv und naiv, Hongkong als Modell der Demokratisierung Chinas zu preisen.“ Und weiter: „Wir sollten Kompromissbemühungen unterstützen. Dies gelingt aber nur, wenn wir deutlich machen, dass wir uns nicht in die inneren Angelegenheiten Chinas einmischen wollen (...).“ Im Klartext: Deutsche Politiker sollen sich öffentlich zurückhalten, um China nicht weiter zu provozieren! In dem Papier heißt es weiter, dass sich Peking „durch sein hartes Vorgehen“ eine Oppositionsbewegung im bisher eher unpolitischen Hongkong selbst geschaffen habe: „Diese junge Studentenbewegung steht einer handlungsunfähigen Hongkonger Regierung unter C. Y. Leung gegenüber, der als angeschlagener Gefolgsmann Pekings nicht über die Autorität verfügt, glaubwürdig zur Mäßigung aufzurufen.“ Die Studentenbewegung demonstriert seit 10 Tagen gegen die Hongkonger Regierung. Forderungen sind der Rücktritt des Regierungschefs und demokratische Wahlen ohne Einflussnahme Pekings. Die deutsche Regierung sieht Peking unter Druck. So heißt es in dem Papier weiter: „Peking fühlt sich herausgefordert und antwortet mit – noch verhaltenen – Drohungen. Zu groß ist das Misstrauen vor der Dynamik der Demokratisierung und der Gefährdung der inneren Stabilität Chinas. Das Trauma des Protests am Tiananmen 1989 ist alles andere als überwunden.“ 1989 wurde ein Volksaufstand in Peking von der Armee brutal niedergeschlagen, mehr als 2600 Menschen starben damals. Abschließend heißt es in dem Bericht: „Wir sollten die Aufforderung zur Kompromissbereitschaft bei den Regierungskonsultationen wiederholen und unsere Sorge vor weiterer Eskalation ausdrücken. Forderungen, Hongkong als Modell der Demokratisierung Chinas zu stilisieren, sind naiv und führen nur zu weiterer Verhärtung in Peking (...).“",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2042,0.000489715964740451
Russland verhängt Sanktionen gegen Amerikaner,https://www.faz.net/aktuell/politik/ausland/russland-verhaengt-sanktionen-gegen-amerikaner-12147623.html,"Der Tod eines russischen Anwalts in einem Moskauer Untersuchungsgefängnis hat zu einem „Krieg der Listen“ und einer Verstimmung in den russisch-amerikanischen Beziehungen geführt. Russland verhängte am Samstag Einreiseverbote gegen 18 amerikanische Bürger, nachdem die Vereinigten Staaten Sanktionen gegen 18 russische Beamte erlassen hatten. Die „schwarze Liste“ mit russischen Funktionären, die am Tod des Anwalts Sergej Magnitskij schuld sein sollen, sei eine „Einmischung in innere Angelegenheiten“, teilte das Außenamt in Moskau mit. „Der Krieg der Listen ist nicht unsere Wahl, aber offene Erpressung können wir nicht ignorieren“, sagte Sprecher Alexander Lukaschewitsch. Russland verhänge Sanktionen unter anderem gegen amerikanische Bürger, die „am Foltern von Häftlingen“ im Gefangenenlager Guantánamo beteiligt seien oder die Rechte von Russen verletzt hätten, betonte er. Man bedaure das „absurde“ amerikanische Gesetz, das „unter dem Druck russophober amerikanischer Kongressabgeordneter“ zustande gekommen sei, sagte Lukaschewitsch. Heftige Kritik kam auch vom Vorsitzenden des Auswärtigen Ausschusses der Staatsduma, Alexej Puschkow. Der unter Präsident Barack Obama begonnene „Neustart“ in den russisch-amerikanischen Beziehungen sei nun „begraben“, teilte Puschkow per Kurznachrichtendienst Twitter mit. „Wir wollen keinen politischen Krieg, aber wir werden reagieren“, unterstrich der Abgeordnete. Als Antwort auf den „Magnitsky Act“ hatte Moskau bereits unter anderem ein umstrittenes Adoptionsverbot für amerikanische Familien beschlossen. An diesem Montag wird Obamas Nationaler Sicherheitsberater Thomas Donilon in Moskau erwartet. Ob er wie gewünscht Kremlchef Wladimir Putin einen persönlichen Brief des amerikanische Präsidenten übergeben kann, war offen. Das hänge „von Putins Zeitplan ab“, hieß es im Kreml. Die vom Finanzministerium in Washington am Vortag veröffentlichte Liste führt russische Amtsträger auf, die unter den sogenannten „Magnitsky Act“ fallen. Dabei handelt es sich um ein Gesetz, das Obama im Dezember unterschrieben hatte. Es geht zurück auf den 2009 in einem Gefängnis angeblich zu Tode geprügelten Anwalt Magnitskij. Die Vereinigten Staaten werfen Russland in dem Fall grobe Menschenrechtsverstöße vor.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250,0
"Autofahrer, bitte dauerlächeln!",https://taz.de/Archiv-Suche/!443341&s=&SuchRahmen=Print/,"Manche Polizeimeldungen schlagen ein wie der … – genau – Blitz. Etwa diese: Am morgigen Donnerstag findet das „1. bundesweite 24-Stunden-Blitz-Marathon“ statt. Dabei werde „deutschlandweit 24 Stunden konsequent gegen Schnellfahrer“ vorgegangen. Knallhart klingt das, fotoschnell, mit direktem Kontakt zur Straße. Klar, dass die Berliner Polizei da mit am Start ist. Und alles auffährt, was sie in der Garage hat: 21 Videofahrzeuge seien im Einsatz, erzählt ein Polizeisprecher. Dazu rund 20 Radarfahrzeuge und 60 Lasermessgeräte. Insgesamt 250 Kontrollstellen werde man aufbauen, über den Tag und die Nacht verteilt. Damit auch ja kein geschwindigkeitsgeiler Autofahrer diese vielleicht einmalige Chance verpasst, sich gleich mehrfach ins rechte Licht setzen zu lassen, steht eine Liste mit den meisten Checkpoints im Netz. Potz Blitz, ist man da geneigt zu sagen. Bleibt die Frage, warum ausgerechnet die wohl charmanteste olympische Disziplin als Namensgeber für diese bundesweite Polizeiaktion herhalten muss. Eine „Lange Nacht“ – in diesem Fall eine „Lange Nacht der Radargeräte“, die dann bis in den Tag geht – hätte es auch getan. Obwohl der Lange-Nacht-Begriff zuletzt ein wenig überstrapaziert wurde. Schließlich gilt besonders für das strapaziöse Marathon das alte Motto „Dabei sein ist alles“. Und das kann in diesem Fall die Polizei nun wirklich nicht wollen. (bis)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1376,0
Prozess gegen NS-Verbrecher ohne Urteil eingestellt,https://www.faz.net/aktuell/politik/inland/siert-bruins-prozess-gegen-ns-verbrecher-ohne-urteil-eingestellt-12742623.html,"Einer der wohl letzten NS-Kriegsverbrecherprozesse ist ohne Urteilsspruch zu Ende gegangen. Das Landgericht Hagen stellte am Mittwoch das Verfahren gegen den früheren SS-Mann Siert Bruins ein. Die Richterin begründete die Einstellung mit dem großen zeitlichen Abstand zum Geschehen, das bei der Würdigung der Beweise eine besondere Vorsicht erfordere. Dem heute 92 Jahre alten Bruins war die Ermordung des niederländischen Widerstandskämpfers Aldert Klaas Dijkema zur Last gelegt worden. Der Angeklagte hatte die Tat bestritten. Noch im Dezember hatte die Staatsanwaltschaft Hagen in dem Verfahren wegen Mordes eine lebenslange Freiheitsstrafe beantragt. Aufgrund der Beweisaufnahme sei davon auszugehen, dass sich der Angeklagte des Mordes an dem holländischen Widerstandskämpfer Dijkema schuldig gemacht habe, erklärte die Anklagebehörde. Bruins, damals Angehöriger des Sicherheitsdienstes der Nationalsozialisten im niederländischen Delfzijl, habe zumindest die Erschießung mit ermöglicht und sich damit zum Mittäter eines Mordes gemacht. Frühere Ermittlungen gegen Bruins wegen Totschlags waren 1978 wegen Verjährung eingestellt worden. Bereits 1949 war Bruins von einem niederländischen Sondergerichtshof wegen drei Erschießungen zum Tode verurteilt worden. Später wurde das Urteil in eine lebenslange Freiheitsstrafe umgewandelt. Nachdem Bruins jahrzehntelang unbehelligt am südöstlichen Rand des Ruhrgebiets gelebt hatte, spürte ihn der Nazi-Jäger Simon Wiesenthal dort 1978 in der sauerländischen Kleinstadt Breckerfeld auf. Seinen Namen hatte er geändert. Das Oberlandesgericht Hamm lehnte seine Auslieferung an die Niederlande seinerzeit ab, weil er seit 1943 Deutscher sei - Grundlage für den Erhalt der deutschen Staatsbürgerschaft während der deutschen Besatzung der Niederlande war ein Erlass Adolf Hitlers. Das Landgericht Hagen verurteilte Bruins jedoch 1980 wegen Beihilfe zum Mord an zwei jüdischen Brüdern im April 1945 - ebenfalls in Delfzijl - zu sieben Jahren Gefängnis, von denen er fünf verbüßte. Das Ermittlungsverfahren wegen des Todes von Aldert Klaas Dijkema wurde eingestellt, weil die Anklage lediglich auf Totschlag lautete, der jedoch bereits verjährt war. Nun wurde neu verhandelt, weil die Staatsanwaltschaft inzwischen von Mord ausging, der nicht verjährt.",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2291,0.00523788738542121
Volkswagen-Chef Diess stellt sich hinter inhaftierten Stadler,https://www.faz.net/aktuell/wirtschaft/auto-verkehr/vw-chef-herbert-diess-verteidigt-rupert-stadler-15669165.html,"Im Volkswagen-Konzern scheint der Schock über die Festnahme des Audi-Chefs Rupert Stadler immer noch tief zu sitzen. Der Vorstandsvorsitzende des Konzerns Herbert Diess kann die Festnahme des inzwischen beurlaubten Leiters einer der wichtigsten Tochtergesellschaften nur schwer nachvollziehen. „Das war für mich in der Tat ein Riesenschock“, sagte Diess. „Der Vorstandschef einer großen Automarke in U-Haft: Das gab es noch nie.“ Diess stellte sich aber demonstrativ hinter Stadler und verteidigte dessen Management-Qualitäten: Er habe „Rupert Stadler als Problemlöser erlebt“, sagte Diess. „Als Audi-Chef, der vieles aufgeklärt hat. Für mich ist die Festnahme daher auch nur schwer nachvollziehbar.“ Auf die Frage, ob er sich eine Rückkehr von Stadler an die Spitze von Audi vorstellen könne, sagte Diess der „Bild am Sonntag“: „Es kommt auf die Fakten an. Sollten die Vorwürfe der Staatsanwaltschaft zutreffen, ist die Entscheidung klar.“ Diess leitet den Aufsichtsrat von Audi und benutzt nun auch selbst den Begriff „Dieselgate“, der sich – angelehnt an die Watergate-Affäre um den früheren Präsidenten Richard Nixon – als Schlagwort für das ganze Ausmaß der Diesel-Betrügereien eingebürgert hat. Im VW-Konzern hatte man lange lieber verharmlosend von der „Diesel-Thematik“ gesprochen. „Ich habe zu Dieselgate jetzt einen Sonderausschuss im Aufsichtsrat eingerichtet, habe von den verantwortlichen Managern verlangt: Sie sollen eine Unterschrift leisten, dass die von ihnen verantworteten Softwarebestandteile keine illegalen Funktionen enthalten“, sagte Diess. Stadler war vor zwei Wochen wegen Verdunkelungsgefahr in der Diesel-Affäre festgenommen worden. Die Staatsanwaltschaft München wirft ihm Betrug vor: Auch nachdem die Abgasbetrügereien bei Dieselautos in den Vereinigten Staaten im Jahr 2015 aufgedeckt wurden, soll er weiter manipulierte Autos in Europa verkaufen haben lassen. Außerdem soll er nach Angaben der Ermittler die Beeinflussung von Zeugen oder Mitbeschuldigten geplant haben. Wie lange er in Untersuchungshaft bleiben muss, ist offen. Gegen Diess laufen – wie auch gegen den ehemaligen VW-Vorstandschef Martin Winterkorn und Aufsichtsratschef Hans Dieter Pötsch – Untersuchungen wegen möglicher Marktmanipulation. Sie sollen Anleger zu spät über die drohenden Konsequenzen des Diesel-Skandals informiert haben. Diess sagte dazu: „Ich bin mit diesem Thema im Reinen, weil ich fest davon überzeugt bin, dass ich mir nichts vorzuwerfen habe.“ Der frühere BMW-Manager war zum 1. Juli 2015 zu VW gekommen. Der Autokonzern hatte im September 2015 zugegeben, bei Millionen Dieselautos Abgastests manipuliert zu haben. Der Konzern musste einige Millionen Autos mit Manipulations-Software in der ganzen Welt zurückrufen. Die Staatsanwaltschaft Braunschweig ermittelt gegen fast 50 mutmaßlich Beteiligte. Anklagen gibt es bisher nicht. Zum kommissarischen Nachfolger von Audi wurde der Vertriebsvorstand der Tochtergesellschaft, Bram Schot, ernannt. Eine Führungskrise bei Audi sieht Diess derzeit nicht. „Bei uns ist das Geschäft so: Wenn der Vorstandsvorsitzende einige Zeit weg ist und das restliche Team ist da, dann merken Sie da noch nicht viel“, sagte der VW-Chef. „Dauert es zu lange, dann wird das natürlich zu einem Problem. Aber ich bin überzeugt, dass wir da wieder rauskommen.“ Die deutsche Autoindustrie muss sich nach Einschätzung von Diess schneller den technologischen Herausforderungen anpassen. Volkswagen habe „den größten Nachholbedarf, auch weil bei uns vieles verkrustet ist“. Sein Ziel sei, VW zu einem Tech-Unternehmen zu machen. „Wir werden selbst Software entwickeln. Wir werden den direkten Kundenkontakt haben. Und dann werden wir auch so viel wert sein wie Apple, Google oder Amazon.“ Von ganz anderer Seite könnte Volkswagen noch einmal neuer rechtlicher Ärger drohen. Im amerikanischen Bundesstaat Tennessee wurde eine Klage wegen angeblicher Diskriminierung älterer Mitarbeiter gegen den Autobauer eingereicht, wie die Anwaltskanzlei Sanford Heisler Sharp am Freitag mitteilte. Von VW in den Vereinigten Staaten hieß es: „Wir äußern uns grundsätzlich nicht zu laufenden arbeitsgerichtlichen Verfahren.“ Der Konzern wird beschuldigt, eine unternehmensweite Personalpolitik zu betreiben, die Angestellte im Alter von mehr als 50 Jahren benachteilige. Um sich nach dem Dieselgate-Skandal ein „jüngeres und geschmeidigeres“ Image zu verpassen, versuche VW, ältere Angestellte im Management durch illegale Diskriminierung zu beseitigen, behauptet die Kanzlei. Der Rechtsstreit wurde im Namen eines 60 Jahre alten Mitarbeiters eröffnet, der angeblich bis 2017 in leitender Funktion im Volkswagen-Werk im amerikanischen Chattanooga tätig war. Die Kanzlei strebt eine Sammelklage an, bei der sich weitere Angestellte anschließen könnten.",0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4779,0.00313873195229127
Reformen: China verspricht Öffnung für Unternehmen,https://www.spiegel.de/wirtschaft/soziales/china-verspricht-wirtschaftliche-oeffnung-fuer-unternehmen-a-1196637.html,"China will mit """"""""einer Reihe neuer Maßnahmen"""""""" für faireren Wettbewerb auf seinen Märkten sorgen. Das Land werde den Zugang für ausländische Firmen """"""""erheblich erleichtern"""""""" und Investitionen fördern, sagte Ning Jizhe, Vizechef der chinesischen Entwicklungs- und Reformkommission, am Dienstag am Rande des Volkskongresses in Peking.Zur Eröffnung der Plenarsitzung hatte Chinas Premier Li Keqiang am Montag ebenfalls mehr Öffnung in Aussicht gestellt. Ausländische Unternehmer sind aber skeptisch, ob die Ankündigungen umgesetzt werden. Trotz ähnlicher Versprechen in der Vergangenheit klagen westliche Firmen über zunehmend schlechte Bedingungen in China. Im Gegensatz zu US-Präsident Donald Trump, der erst vor einigen Tagen neue Strafzölle auf Stahl und Aluminium ankündigte, hatte der chinesische Regierungschef zum Auftakt des Volkskongresses die Senkung von Abgaben für ausländische Firmen in Aussicht gestellt. Die Einfuhrzölle für Autos und """"""""einige alltägliche Konsumgüter"""""""" sollen demnach reduziert werden. Weiter sprach der Premier davon, den chinesischen Markt für das Verarbeitende Gewerbe """"""""komplett öffnen"""""""" zu wollen. Zugänge in Sektoren wie Telekommunikation, Medizin, Altenpflege und Erziehung würden verbessert. Deutsche Firmen, die in China aktiv sind, hatten zuletzt im November in einer Umfrage der deutschen Handelskammer (AHK) ihrem Ärger über den unfairen Wettbewerb Luft gemacht. Während chinesische Unternehmen ohne Probleme Milliardenübernahmen in Deutschland tätigen könnten, blieben viele Türen in China verschlossen.Mehr als die Hälfte der Firmen gab vor dem Hintergrund ihrer Schwierigkeiten an, keine Investitionen mehr für neue Standorte in China zu planen. Zwölf Prozent haben zwar keine konkreten Pläne, das Land zu verlassen, aber denken zumindest darüber nach.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1797,0
Höhere Wahlbeteiligung zeichnet sich im Norden ab,https://www.sueddeutsche.de/politik/wahlen-kiel-hoehere-wahlbeteiligung-zeichnet-sich-im-norden-ab-dpa.urn-newsml-dpa-com-20090101-170924-99-180900,"Kiel (dpa/lno) - In diesem Jahr sind wohl mehr Schleswig-Holsteiner zur Bundestagswahl gegangen als 2013. Wie das Statistische Amt und das Landeswahlamt am Sonntagabend mitteilten, lag die geschätzte Wahlbeteiligung um 17.30 Uhr bei 71,8 Prozent. Vor vier Jahren hatte sie zu diesem Zeitpunkt bei 68,7 Prozent gelegen. Insgesamt waren zur Bundestagswahl rund 2,262 Millionen Wähler im Norden aufgerufen, in einem der 2507 Wahlbezirke ihre Stimme abzugeben.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,0
Lufthansa geht gegen Pilotenstreik in Berufung,https://www.bild.de/news/aktuelles/news/lufthansa-geht-gegen-pilotenstreik-in-berufung-48886234.bild.html,"Frankfurt/Main (dpa) - Die Lufthansa kämpft weiterhin darum, den für morgen angekündigten Streik der Piloten juristisch zu verhindern. Nachdem das Arbeitsgericht Frankfurt eine einstweilige Verfügung gegen den Streik abgelehnt hatte, kündigte Lufthansa-Anwalt Thomas Ubber unmittelbar die Berufung an. Ein Richter des Landesarbeitsgerichts hatte sich eigens zur Verfügung gehalten und sollte noch am Abend entscheiden, wie eine Justizsprecherin mitteilte. Das Verfahren sollte um 22.00 Uhr fortgesetzt werden.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,509,0.00392927308447937
Großbritannien: Wie geht es nach dem Brexit-Antrag weiter?,https://www.spiegel.de/politik/ausland/brexit-wie-geht-es-fuer-grossbritannien-nach-dem-brexit-antrag-weiter-a-1140907.html,"EU-Botschafter Tim Barrow ist der Brexit-Bote: Er soll am Mittwoch gegen 13.30 Uhr Großbritanniens Austrittsantrag in Brüssel an EU-Ratspräsident Donald Tusk übergeben. Premierministerin Theresa May hatte das Schreiben zuvor unterzeichnet. Damit beginnt gemäß Artikel 50 des Lissabon-Vertrages die zweijährige Frist für Verhandlungen mit der Europäischen Union. Wie geht es weiter? Die wichtigsten Schritte: Am 29. März 2019 endet die EU-Mitgliedschaft des Vereinigten Königreichs, 46 Jahre und drei Monate nach dem Eintritt in die Union.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,538,0.00371747211895911
Amerikas Repräsentantenhaus billigt neue Russland-Sanktionen,https://www.faz.net/aktuell/politik/von-trump-zu-biden/amerikas-repraesentantenhaus-billigt-neue-russland-sanktionen-15122458.html,"Das amerikanische Repräsentantenhaus hat mit überwältigender Mehrheit einen Gesetzentwurf verabschiedet, der weitere Sanktionen gegen Russland, den Iran und Nordkorea vorsieht. 419 der Abgeordneten stimmten dafür, drei votierten dagegen. Nach dem Repräsentantenhaus muss noch die zweite Kammer des Kongresses, der Senat, über den Entwurf abstimmen. Dann muss Präsident Donald Trump ihn unterzeichnen. Das Paket sieht vor, dass die bestehenden Sanktionen gegen Moskau punktuell erweitert und ausgebaut werden. Diese waren wegen der Rolle Russlands im Ukrainekonflikt sowie der mutmaßlichen Einflussnahme des Kremls auf die Präsidentschaftswahl 2016 verhängt worden. Beim Iran geht es um den Dauerstreit über dessen Raketenprogramm. Der Entwurf setzt dem Präsidenten zugleich Grenzen, was die Aufhebung von Sanktionen gegen Russland betrifft. Er muss künftig in einem Bericht an den Kongress darlegen, dass eine Beendigung der Strafmaßnahmen gegen Moskau im nationalen Sicherheitsinteresse der Vereinigten Staaten liegt. Dazu hatte das Weiße Haus Bedenken geäußert. Demokraten, aber auch einige Republikaner sehen eine zu große Nähe Trumps zu Russland. Die Bundesregierung wiederum befürchtet, dass das Gesetz den Weg zu Sanktionen auch gegen deutsche Unternehmen ebnen könnte. Diese könnten ebenso wie Firmen in anderen europäischen Ländern wegen gemeinsamer Projekte mit Russland wie etwa der Erdgaspipeline Nord Stream II von Strafmaßnahmen betroffen sein.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1457,0.000686341798215511
Zurück zu Ikea,https://taz.de/Archiv-Suche/!5361433&s=&SuchRahmen=Print/,"Ich lieg im Bett, es ist nicht weich. Richtig hart sogar ist es, und jetzt mach ich ernst: Ich fahre zu Ikea und hol mir eine Matratzenauflage, so ein dünnes Ding zum Drauflegen aufs Bett. Aber erst mal darf ich sie nicht legen, erst mal muss ich die Auflage lüften, steht in der Bedienungsanleitung: auspacken, ausrollen, Fenster weit auf. Das mit dem Fenster ist eher doof, draußen ist kalt, aber okay. Ich gehe solange ins andere Zimmer, warte da ein paar Stunden, dann noch mal ein paar Stunden, dann noch mal. Ganze drei Tage warte ich, dass sich der Chemiegeruch endlich legt. Er legt sich aber nicht. „Mist“, denke ich, denn es war schon ein Act, die Auflage quer durch die Stadt zu schleppen. Aber hilft alles nichts; als das Ding auch am vierten Tag noch stinkt, roll ich es wieder zusammen, zurück in die Plastikfolie, und mache mich auf. „Es stinkt“, sag ich am Rück­gabetresen. Der Ikea-Mitarbeiter schaut mich ganz komisch an, und kurz überlege ich, ob ich das eleganter hätte formulieren sollen. Aber um die Formulierung geht’s ihm nicht. „Es stinkt“, wiederholt er. „Und woher wissen Sie das?“ – „Na“, sag ich. „Hab ausgepackt und gelüftet. Nur …“ „Sie haben was?“, unterbricht er. „Ausgepackt“, sag ich noch mal. „Darf man doch, oder?“ „Ja“, sagt er. „Aber …“ Er schaut die Matratze kopfschüttelnd an, dann mich, fast schon bewundernd. „Wow. Sieht aus wie nie aus dem Plastik genommen!“ Ich zucke mit den Achseln. „Ich kann halt gut packen.“ „Sagen Sie mal“, fragt er plötzlich, „brauchen Sie einen Job?“ „Hier? Job? Echt?“ Er nickt. „Oh“, sag ich und überlege. Aber einen Job brauch ich nicht; ich brauch’ne Matratzenauflage. „Nee“, sag ich also und weise auf mein perfekt gerolltes Paket. „Tut mir leid. Nur dafür’ne andere, bitte. Ohne Geruch.“ Joey Juschka",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1776,0
Indien: Toilettensuche per Smartphone-App,https://www.spiegel.de/reise/fernweh/indien-toilettensuche-per-smartphone-app-a-1127361.html,"Wer in Indiens Hauptstadt Neu-Delhi dringend auf die Toilette muss, soll es dank einer neuen Smartphone-App und eines Google-Dienstes in Zukunft einfacher haben. Zusammen mit dem Ministerium für Stadtentwicklung hob Google am Donnerstag den Dienst Toilet Locator für Google Maps aus der Taufe. Er basiert auf den Datensätzen der Toilettenfinder-App des Ministeriums und macht deren Daten nun webbasiert auf allen Plattformen zugänglich. """"""""Das Angebot ist Teil der Regierungsinitiative 'Sauberes Indien', die darauf abzielt, dass mehr Menschen eine Toilette besuchen und die Hygienestandards sich verbessern"""""""", sagt Gaurav Bhaskar, Pressesprecher von Google Indien. Neu ist die Idee nicht: Bereits seit 2014 vertreibt der Toilettenpapierhersteller Charming mit SitOrSquat eine ähnliche App. Die hat aber ausgerechnet in strukturschwachen Ländern, wo eine solche Suchhilfe besonders sinnvoll ist, ihre blinden Flecken. Da kann sich die indische """"""""Swachh Bharat""""""""-App auf möglicherweise bessere Quellen stützen: Die direkte Beteiligung des Ministeriums für Stadtentwicklung sorgt für steten Datennachschub. Denn das Ministerium ist auch zuständig für die Aufstellung der sogenannten Smart Toilets - seit Ende 2015 erprobt das Ministerium selbstreinigende Toilettenhäuschen. Schon bei denen gehörte eine Android-basierte Finde-App namens eToilet mit zum Konzept. Per App: Toilettensuche in Indien Nach einer Testphase in Chennai hat das Ministerium nun damit begonnen, neben modularen Einzel-E-Toilets auch größere Modelle aufzustellen, zum Teil mit Toilettensitzen westlicher Prägung. Erfasst werden aber auch herkömmliche öffentliche Toilettenhäuschen. An dieser Stelle finden Sie einen externen Inhalt von YouTube, der den Artikel ergänzt. Sie können ihn sich mit einem Klick anzeigen lassen und wieder ausblenden. Ich bin damit einverstanden, dass mir externe Inhalte angezeigt werden. Damit können personenbezogene Daten an Drittplattformen übermittelt werden.Mehr dazu in unserer Datenschutzerklärung. Mit Googles Kooperation wird die Lokalisierung solcher öffentlich zugänglicher Toiletten nun auf eine höhere Ebene gehoben: Ab sofort kann man einfach durch Eingabe der Suchphrase """"""""Swachh Public Toilet"""""""", """"""""Saubere öffentliche Toilette"""""""", in den Kartendienst Google Maps alle auch über die App verfügbaren Toiletten lokalisieren.Bisher erfasst der Datensatz 6276 Toiletten in sieben Städten. Mit dabei sind neben Neu-Delhi die Städte Bhopal, Gurgaon, Indore, Faridabad, Ghaziabad und Noida, weitere sollen bald folgen. Über die Android-App können Nutzer Toiletten nicht nur finden, sondern auch bewerten - etwa nach Sauberkeit, Art der Toilette und eventuell zu zahlenden Gebühren.Bis heute haben in Indien etwa 550 Millionen Menschen keinen Zugang zu Toiletten, fast die Hälfte der Bevölkerung von mehr als 1,2 Milliarden.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2828,0.000353606789250354
